PdfType: central
Format: lhagrid1
---
   9.261360E-010   1.131190E-009   1.381630E-009   1.687530E-009   2.061150E-009   2.517500E-009   3.074880E-009   3.755670E-009   4.587180E-009   5.602800E-009   6.843270E-009   8.358390E-009   1.020900E-008   1.246930E-008   1.523000E-008   1.860190E-008   2.272050E-008   2.775080E-008   3.389490E-008   4.139940E-008   5.056530E-008   6.176060E-008   7.543460E-008   9.213600E-008   1.125350E-007   1.374510E-007   1.678830E-007   2.050520E-007   2.504520E-007   3.059020E-007   3.736300E-007   4.563530E-007   5.573900E-007   6.807980E-007   8.315290E-007   1.015630E-006   1.240500E-006   1.515140E-006   1.850600E-006   2.260330E-006   2.760770E-006   3.372020E-006   4.118590E-006   5.030460E-006   6.144210E-006   7.504560E-006   9.166090E-006   1.119550E-005   1.367420E-005   1.670170E-005   2.039950E-005   2.491600E-005   3.043250E-005   3.717030E-005   4.539990E-005   5.545160E-005   6.772870E-005   8.272410E-005   1.010390E-004   1.234100E-004   1.507330E-004   1.841060E-004   2.248670E-004   2.746540E-004   3.354630E-004   4.097350E-004   5.004510E-004   6.112530E-004   7.465860E-004   9.118820E-004   1.113780E-003   1.360370E-003   1.661560E-003   2.029430E-003   2.478750E-003   3.027550E-003   3.697860E-003   4.516580E-003   5.516560E-003   6.737950E-003   8.229750E-003   1.005180E-002   1.227730E-002   1.499560E-002   1.831560E-002   2.237080E-002   2.732370E-002   3.337330E-002   4.076220E-002   4.978710E-002   6.081010E-002   7.427360E-002   9.071800E-002   1.108030E-001   1.353350E-001   1.446650E-001   1.546380E-001   1.652990E-001   1.766940E-001   1.888760E-001   2.018970E-001   2.158150E-001   2.306930E-001   2.465970E-001   2.635970E-001   2.817690E-001   3.011940E-001   3.219580E-001   3.441540E-001   3.678790E-001   3.932410E-001   4.203500E-001   4.493290E-001   4.803050E-001   5.134170E-001   5.488120E-001   5.611440E-001   5.737530E-001   5.866460E-001   5.998290E-001   6.133070E-001   6.270890E-001   6.411800E-001   6.555880E-001   6.703200E-001   6.853830E-001   7.007840E-001   7.165310E-001   7.326320E-001   7.490950E-001   7.659280E-001   7.831390E-001   8.007370E-001   8.187310E-001   8.248180E-001   8.309500E-001   8.371280E-001   8.433520E-001   8.496230E-001   8.559400E-001   8.623030E-001   8.687150E-001   8.751730E-001   8.816800E-001   8.882350E-001   8.948390E-001   9.014920E-001   9.081950E-001   9.149470E-001   9.217500E-001   9.286030E-001   9.355070E-001   9.424620E-001   9.494700E-001   9.565290E-001   9.636400E-001   9.708050E-001   9.780230E-001   9.852940E-001   9.926200E-001   1.000000E+000
1.295000E+000   1.298750E+000   1.464610E+000   1.659240E+000   1.890670E+000   2.167490E+000   2.500670E+000   2.904300E+000   3.396640E+000   4.001450E+000   4.750000E+000   5.767150E+000   7.070720E+000   8.758190E+000   1.096570E+001   1.388560E+001   1.779290E+001   2.308550E+001   3.034710E+001   4.044480E+001   5.468640E+001   7.507240E+001   1.047120E+002   1.485170E+002   2.143800E+002   3.152120E+002   4.725370E+002   7.229460E+002   1.129950E+003   1.806160E+003   2.955930E+003   4.958860E+003   8.538140E+003   1.510790E+004   2.751070E+004   5.162750E+004   1.000000E+005
  -3 -2 -1  1  2  3
   1.10275E+02   2.33698E+01    2.3584E+01   2.35825E+01   2.33699E+01   1.10276E+02
   1.12037E+02   2.36972E+01   2.39142E+01   2.39127E+01   2.36973E+01   1.12037E+02
   1.84061E+02   3.90959E+01   3.94371E+01   3.94355E+01    3.9096E+01   1.84061E+02
   2.50692E+02   5.82772E+01   5.87591E+01   5.87575E+01   5.82773E+01   2.50692E+02
   3.06714E+02   8.06353E+01   8.12643E+01   8.12626E+01   8.06355E+01   3.06715E+02
   3.51004E+02   1.05397E+02   1.06194E+02   1.06192E+02   1.05398E+02   3.51004E+02
   3.84447E+02   1.31985E+02   1.32955E+02   1.32953E+02   1.31985E+02   3.84447E+02
    4.0953E+02   1.59353E+02   1.60491E+02   1.60489E+02   1.59353E+02    4.0953E+02
   4.28502E+02   1.86845E+02    1.8809E+02   1.88088E+02   1.86846E+02   4.28502E+02
   4.44281E+02   2.13761E+02   2.15036E+02   2.15034E+02   2.13761E+02   4.44281E+02
   4.58077E+02   2.39506E+02   2.40907E+02   2.40905E+02   2.39506E+02   4.58078E+02
   4.73422E+02   2.65729E+02   2.67135E+02   2.67133E+02   2.65729E+02   4.73423E+02
   4.90604E+02   2.90065E+02   2.91479E+02   2.91477E+02   2.90065E+02   4.90605E+02
    5.1098E+02   3.12448E+02    3.1389E+02   3.13887E+02   3.12448E+02   5.10981E+02
   5.35734E+02   3.33045E+02   3.34451E+02   3.34449E+02   3.33045E+02   5.35734E+02
   5.65136E+02    3.5233E+02   3.53707E+02   3.53704E+02    3.5233E+02   5.65137E+02
    6.0046E+02   3.70562E+02   3.71893E+02    3.7189E+02   3.70562E+02    6.0046E+02
   6.42503E+02   3.87792E+02   3.89061E+02   3.89058E+02   3.87792E+02   6.42503E+02
   6.92062E+02   4.04975E+02   4.06268E+02   4.06265E+02   4.04975E+02   6.92062E+02
     7.492E+02    4.2256E+02   4.24006E+02   4.24003E+02    4.2256E+02   7.49201E+02
   8.15688E+02   4.41239E+02   4.42691E+02   4.42688E+02   4.41239E+02   8.15688E+02
   8.92564E+02   4.61378E+02   4.62592E+02   4.62589E+02   4.61378E+02   8.92565E+02
   9.80106E+02   4.83385E+02   4.84261E+02   4.84258E+02   4.83386E+02   9.80106E+02
   1.07987E+03   5.07853E+02   5.08779E+02   5.08776E+02   5.07854E+02   1.07987E+03
   1.19297E+03    5.3486E+02   5.35759E+02   5.35756E+02    5.3486E+02   1.19297E+03
   1.32078E+03   5.65385E+02   5.66211E+02   5.66207E+02   5.65385E+02   1.32078E+03
   1.46545E+03   5.99698E+02   6.00668E+02   6.00664E+02   5.99698E+02   1.46546E+03
   1.62723E+03   6.38291E+02   6.39559E+02   6.39555E+02   6.38291E+02   1.62723E+03
   1.80887E+03    6.8235E+02   6.83425E+02    6.8342E+02    6.8235E+02   1.80887E+03
   2.01275E+03   7.32199E+02   7.32635E+02   7.32631E+02   7.32199E+02   2.01275E+03
   2.23977E+03   7.87789E+02   7.88476E+02   7.88471E+02    7.8779E+02   2.23977E+03
   2.49216E+03   8.50203E+02   8.51287E+02   8.51282E+02   8.50203E+02   2.49216E+03
   2.77316E+03   9.20926E+02   9.21814E+02   9.21809E+02   9.20926E+02   2.77316E+03
   3.08494E+03   9.99889E+02   1.00068E+03   1.00068E+03   9.99889E+02   3.08494E+03
   3.43096E+03   1.08842E+03   1.08922E+03   1.08922E+03   1.08842E+03   3.43096E+03
   3.82282E+03   1.18728E+03   1.18805E+03   1.18804E+03   1.18729E+03   3.82282E+03
   4.28359E+03   1.29719E+03   1.29869E+03   1.29868E+03   1.29719E+03   4.28359E+03
   9.79442E+01   2.17249E+01   2.19176E+01   2.19162E+01   2.17251E+01   9.79445E+01
   9.94848E+01    2.2023E+01   2.22181E+01   2.22167E+01   2.20231E+01   9.94852E+01
   1.62366E+02   3.59645E+01   3.62682E+01   3.62667E+01   3.59647E+01   1.62366E+02
   2.20543E+02   5.31939E+01   5.36196E+01   5.36181E+01    5.3194E+01   2.20543E+02
   2.69685E+02    7.3161E+01   7.37134E+01   7.37117E+01   7.31612E+01   2.69685E+02
   3.08882E+02   9.51848E+01   9.58813E+01   9.58796E+01   9.51849E+01   3.08883E+02
   3.38889E+02   1.18768E+02   1.19613E+02   1.19612E+02   1.18768E+02    3.3889E+02
   3.61809E+02   1.43007E+02   1.43996E+02   1.43995E+02   1.43008E+02   3.61809E+02
   3.79544E+02   1.67346E+02   1.68426E+02   1.68424E+02   1.67347E+02   3.79545E+02
   3.94581E+02    1.9119E+02   1.92294E+02   1.92292E+02   1.91191E+02   3.94582E+02
    4.0795E+02   2.14037E+02   2.15249E+02   2.15247E+02   2.14037E+02    4.0795E+02
   4.22825E+02   2.37371E+02   2.38588E+02   2.38585E+02   2.37371E+02   4.22826E+02
   4.39355E+02   2.59112E+02   2.60335E+02   2.60333E+02   2.59112E+02   4.39355E+02
    4.5874E+02   2.79209E+02   2.80456E+02   2.80454E+02   2.79209E+02   4.58741E+02
   4.82037E+02    2.9781E+02   2.99028E+02   2.99026E+02   2.97811E+02   4.82037E+02
   5.09505E+02    3.1533E+02   3.16523E+02    3.1652E+02    3.1533E+02   5.09506E+02
   5.42287E+02   3.31993E+02   3.33147E+02   3.33145E+02   3.31993E+02   5.42288E+02
   5.81107E+02   3.47842E+02   3.48945E+02   3.48942E+02   3.47843E+02   5.81108E+02
    6.2669E+02   3.63713E+02   3.64839E+02   3.64836E+02   3.63713E+02    6.2669E+02
   6.79115E+02   3.79998E+02   3.81258E+02   3.81255E+02   3.79998E+02   6.79115E+02
    7.3996E+02   3.97306E+02   3.98573E+02    3.9857E+02   3.97306E+02   7.39961E+02
   8.10166E+02   4.15963E+02   4.17024E+02    4.1702E+02   4.15963E+02   8.10166E+02
    8.8999E+02   4.36334E+02   4.37099E+02   4.37095E+02   4.36335E+02    8.8999E+02
   9.80824E+02   4.58946E+02   4.59755E+02   4.59752E+02   4.58946E+02   9.80824E+02
   1.08367E+03   4.83874E+02   4.84661E+02   4.84657E+02   4.83874E+02   1.08367E+03
   1.19976E+03   5.11992E+02   5.12715E+02   5.12711E+02   5.11992E+02   1.19976E+03
   1.33099E+03   5.43546E+02   5.44397E+02   5.44393E+02   5.43546E+02   1.33099E+03
   1.47759E+03    5.7898E+02   5.80094E+02    5.8009E+02    5.7898E+02   1.47759E+03
   1.64202E+03    6.1935E+02   6.20295E+02    6.2029E+02    6.1935E+02   1.64202E+03
   1.82635E+03   6.64958E+02    6.6534E+02   6.65335E+02   6.64958E+02   1.82635E+03
   2.03142E+03   7.15769E+02   7.16372E+02   7.16367E+02   7.15769E+02   2.03142E+03
